,0
280,ㅎㄷㄷㄷ;;;;; 지붕 철사 공예부분.. 완성된것만 보고도 우와~ 했는데.. 중간과정 보니까.. 정말 ㅠㅠㅠㅠ ...그래서 백만송이 장미 덩굴은 언제 완성되나여 선생님?? ㅋㅋㅋㅋ
281,작품명 2022 03입니다 ㅎㅎㅎ
282,"잘보고갑니다 보니앤조님~
맛점 하세욤 ^^"
283,오늘도 고생하셨어요~편안한밤 되세요~공감하는글~하트 누르고 갑니다~^^
284,으아 ㅋㅋ 진짜 재밌다. 옥수수 로켓이랑 Don't touch 내취향 ㅎㅎ브로콜리 나무와 피크닉 작품에 있는 그림자는 진짜 그림자인지 그려진건지 궁금하당!
285,미니어처 물체로부터 생긴 그림자지 ㅋㅋㅋㅋㅋㅋ그림도 아니고 왜그려 ㅋㅋㅋ
286,안녕하세요~글 잘봤어요! 서로이웃 추가 걸고가요~ 저희 블로그는 마케팅 상식에서부터 직장인꿀팁까지 다루고있으니 놀러오세요 :)
287,김뽀잉 포스팅 잘보고 갑니다~ 앞으로 종종 방문할께요.
288,우왕 ㅎㅎ ㅎ뽀잉님 ㅎㅎ 인스타에서도 봤지만 여기 대박인데요? ㅎㅎㅎ 뭔가 미니어처 세상으로 들어갈 수 있는 공간도 넘 예뻐요 ㅎㅎ 진짜 여기 들어갔다 나오면 사진 한가득 담고 올것 같아요!! 저는 뽀잉님 덕분에 좋은 작품 편하게 관람하고 갑니댜 :)
289,진짜 원래부터 좋아했던 사진가라 더 집중해서 보고 온 것 같아요><그 포토존만 골라 찾아서 사진만 맹목적으로 찍는 전시회가 아니라서넘넘 좋았네요 +_+
290,버블토리 공방님 포스팅 잘 보고 갑니다 연일 폭염과 코로나 확산세가 줄어들지 않네요개인 위생 및 건강 관리 꼭 하시고 빠른 시일내 편하게 다닐수 있는 날이 오길 간절히 바래봅니다.오늘도 함께 화이팅해요~~^^
291,잘봤어요 좋으네요
292,잘봤어요^^ 자주 놀러올게요~~근데 벌써 새해가 3일이나 지났네요 .. 순삭항상 이쁜 하루하루 되시길바랍니다 👏👏
293,굿... 참고해야지
294,ㅋㅋㅋㅋㅋㅋ 조만간 인스타에 후기 올라오나용😎
295,우왕 전시회 넘 가보고 싶어지네요🙊🙊
296,2022년 대박나세요 ^^
297,앗 미니어처 작품들 너무 귀여워용><ㅎㅎ 구경하는 재미가 쏠쏠하겠어요!!
298,아직은 2022란 숫자가 어색하네요 새해 복 많이받으세요~
299,하나하나 작품이 다 졸귀에여..!
300,하욤님 새 글 둘러보고 갑니다 ^.^
301,안그래도 요새 전시회가고싶어서 괜찮은 전시회 찾아보고있었는데하욤님 포스팅 보고 가고싶어졌어요 ㅠㅠ2월6일까지면 그전에 저도 한번 예약하고 갔다와야겠어요 !데이트장소로 너무 좋은거같아요!
302,"좋은 글이네요 ~! 
행복한 하루 되세요 ╹ ◡ ╹"
303,"너무 좋은 내용이네요 ~~
공감 찍고갑니당"
304,글 잘보고 갑니다! 좋은하루 보내세요 :)
305,데이트 하기 딱이에영
306,여기 백신패스 적용되나요??
307,오~ 아기자기하니 이쁘네여~ 아이들이 재밌게 맞추기 좋은 제품이네요
308,디테일이 살아 있네요~~ 전등에 센서등에 우리집 보다 나은 듯 합니다^^
309,미니어쳐 하우스 보기만해도 안락해보이고 평온한 느낌이라 힐링이네요!!!😍 무드등으로도 안성맞춤♡
310,디테일하면서 너무 이뻐요작은애가 미니어처 만들기 좋아하는데요거 추천해줘봐야겠어요 ^^
311,우리딸도 미니어처 만드는거 너무 좋아해요~
312,ㅇㅓ머~~너무 귀여워요!센서등까지 다 갖췄네요^^
313,너무 잘 만드셨네요
314,저도 몇개 샀는데하나 하다가 멈췄어욥~보통 일이 아니더라구요ㅠ가구 몇개하는데 2.3시간이 휘리릭 ㅎㅎㅎ완성한다는것 자체가 대단한거같아요!
315,앗 너무 귀엽고 사랑스럽네요 저두 요런거 만드는거 좋아해서 갖고 싶어요 ㅋㅋ
316,제 나이 맞지 않게 저 이런거 넘 좋아해요 ㅎㅎㅎ
317,와우 아기자기 한게 예쁘네요조립의 재미도 있고 만들고 나서는장식및 취침등으로 활용 할 수 있다니~~도전해 보고 싶네요 ~^^~
318,우와~~ 집을 한채 뚝딱 지으셨네요 ㅋㅋ딸램도 금손이네요^^
319,미니어처라고해서 엄청 작을줄 알았는데 이정도 사이즈면 인테리어소품으로도 손색없겠어요~ 무드등 역할도 되고 너무 귀여워요~^^
320,소녀감성이 절로 생기는걸요아기자기 분위기도 있고 너무 이뻐요~^^
321,오 저도 만드는거 좋아해서 일도 그런계통인데 주인장님도 손재주가 엄청 좋으시네요. 예전에 레고에 미쳐 살던때 생각 나네요. 싱크대 퀄리티는 예술이네요. 어디서 구입하죠?
322,엄지척 ~!!ㅋㅋ잘 보고 갑니다~^^
323,이런거 한번두않해봤는데 넘예뻐서 쇼핑장바구니에 담았다 뺐다만 반복.. 꼭한번 만들어보고싶은데 워낙 똥손이라.. ㅎㅎ 진짜 대단해요~
324,"너무 예쁘고, 갖고 싶어지네요.차근차근 다 만들고나면 뿌듯할 것 같아요~"
325,앙증맞고  예뻐요.굿오후 되세요
326,집에서도 미니어처 하우스 만들기가 있군요예전에 인형 좋아할 때는 요런 하우스 만들기 아이들과 함께 하며하루종일 놀았던 기억이 나네요작고 귀여운 집이라 제가 다 탐나는데요 ㅎㅎ만드는 내내 재미날 것 같아요
327,어머 조명까지 들어오니깐 밤에도 더 생각날 것 같아요.  늘 옆에서 아이와 함께 해주는 소중한 친구로 자리매김할듯 싶어요.
328,헐 대박 너무 예뿌다 역시 금손 인정 ㅋㅋ
329,와~~ 만드는재미에 무드등까지 탐나네요 ^^아기자기 너무 귀여워요~~
330,완전 이쁜데요~저도 하나 이렇게 만들어 보고 싶네요
331,오 넘 예뻐요
332,잘만드셨네요  ~^^
333,어머낭! 울 딸내미도 요런거 넘 좋아하는건데요~ ㅎㅎㅎ한 번 사주면 진짜 끝장 볼 때까지 한다는요 흐흐~
334,어머나 너무 예쁘네 20대때 나도 이런거 좋아했었는데요런거 만들다 보면 시간 가는줄 모르겠네~
335,포스팅잘보고 갑니다^^즐거운 저녁보내세요^^
336,우와 너무 예쁘네요 무드등까지 너무 멋쪄요분위기있네요
337,이거 제가봐도 넘 잼날거 같아요
338,오~~ 넘 이뻐요! 애들 어릴때 완전 좋아하던 미니어쳐... 지금도 좋아하겠어요...ㅎㅎ
339,언니 ~~요기 제 집이었음 좋겠어요~~넘나 예쁨^^
340,"좋은정보가 많이 있네요
잘읽고 갑니다
작지만 제블로거도 놀러와주겨요~~~"
341,블로그 내용 잘보고 갑니다 ~ 자주 놀러 올께요 ~~~ 이웃 신청 하고 가겠습니다 :)
342,너무귀엽네요
343,ㅎㅎ 귀여워. 재밌었겠따.
344,만나서 반가워용~~ 자주 소통해요
345,글 잘보고 갑니다항상 좋은 일만 가득 하세요 선한 영향력을 주고 싶은 팀이세상에 도움이 될만한 콘텐츠 위주로 작성하고 있는 저희 블로그도 방문 부탁드려요!
346,우행시 .....
347,좋은 글 읽고갑니다. 발자국 남겨요~ㅎㅎ
348,"와 매번 그림이나 사진 전시회만 보다가 이런 작품 전시회를 보니까 너무 신기해요,,,저도 한번 가봐야겠어요!!!❤️"
349,잘 보구 가요~ 즐거운 하루 되세요~^^*
350,안녕하세요?행복한 동영상이 있어서 공유해 봅니다.새해 복 많이 받으시고하시는 일마다 대박나세요.<국민청원에 동참해 주세요>오늘 여러분은 어떤 식사를 하셨나요? 먹어서 몸에 좋은 건강한  식탁이었습니까? 대한민국의 살길! Non-GMO 안전한 식품을 위해해외 유기농업을 행동으로 실천하는돌나라 오아시스 농장입니다.식량안보 및 식품안보를 국가의 주요 정책과제로 삼고 현안 문제들이 조속히 해결되도록청와대 국민청원에많은 동의를 부탁드립니다.영상 보기https://youtu.be/OeZaaKQ5vqU국민청원 동참하기https://www1.president.go.kr/petitions/Temp/zW2R22이은형 拜上 328apple@hanmail.net
351,"엠제이냥님 유익한 포스팅이 많아서 
눈팅 하고 댓글 남겨요 ~ 
행복한 하루 되세요!"
352,근데 저거 얼마합니꺼
353,몬테알반 13000원 칼바레스 27000원이요
354,몬테알반 맛은 어떤가요?
355,아직 안먹어봐서 모르겠는데 다른 레포사도 데낄라하고 비슷하지 않을까요?
356,와 진짜 배경지 있고 없고 차이가 크네요!! 과일가게는 진짜 너무 완벽 과일가게 그자체인걸요bb 크 지난번 얼라 헤어 바꿔줄때 저 배경지 미리 알았더라면 정말 유용하게 사용햇을텐데 뭔가 아쉽네요. 진짜 저도 다 탐나는 배경지들이네요!!
357,오 언니 너무 귀여워요~귀여운데 밤에 오줌싸신거 아님??ㅋㅋㅋ
358,울딸이 니댓글 보다 빵터졌다~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
359,깜찍하고 귀여워요.진짜 디테일이 살아 있어요.역시 지니님~!
360,ㅎㅎ 넘 귀여워요. 작아서 만들때 손에 쥐났겠어요^^
361,그러잖아도 즈이딸이 눈아프지 않냐고 묻더라구요ㅋㅋㅋㅋㅋㅋ손에서 쥐날만하지 않아 다행이었어요~^^
362,어머나 어떻게요 너무 사랑스러운걸요감성돋아요
363,미니어처는 다 귀여운것 같아요~ㅎㅎㅎ감사합니다~^^*
364,오  빈티지느낌 제대로 나는데용~^^라이터는 공예인들의 필수품 ㅎㅎㅎ역시나 지니님만의 디테일이  장난아니네요~진짜 넘 멋스럽고 이쁩니다~~^^
365,아... 공예인들의 필수품이었구요ㅋㅋㅋㅋ토치라이터는 길어서 감각이 떨어져 라이터가 낫더라구요~하임님도 작은소품 만드시니 알아봐 주시는군요감사합니다~^^*
366,귀엽고 예뻐요^^
367,작은 것은 다~~~ 이쁘더라구요~ㅎㅎ감사합니다^^
368,작아도 준비물이 많네요~~디테일이 장난아니네요~~♡♡여러개 쪼로록~~~멋질거같아요~~^*^
369,어제 베란다 작업실을 몇번이나 들락거렸는지요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 쬐깐한게 도구가 많습니다~ㅎㅎ감사해요 그린나래님^^*
370,와 너무 귀여워요
371,그죠~ 작은건 다 귀여워요~ㅎㅎㅎㅎㅎ
372,미니미니하니 귀여워요 언니 ㅋ
373,쪼물락 거려서 즐거웠어요~작은건 다 이뻐요 그죵~^^*
374,지니k님 들렸다가 갑니다~~하루하루가 행복한 나날이시기를 바랍니다.~^^
375,고급스럽고 귀엽네요.~
376,작은것이 어찌나 손이 많이가던지요~ㅎㅎ그래도 처음 만든것치고는 수월했습니다감사해요~^^*
377,와우! 지니님~ 이거 뭔가요~ 진짜 책 만드신줄~ 디테일...쪄네요 ㅋㅋㅋㅋ역시 미니어처도 디테일이 살아야... 완성도가 업업~!! 세상존예에요~~하나 갖구싶다 ㅋㅋㅋㅋㅋㅋ책도 잘 안보면서 왜인지 북클립으로 쓰면 책이 쏙쏙 머리에 박힐것 같은 느끔쓰~ ㅋㅋㅋㅋㅋ
378,아이쿠~ 왕칭찬에 기분 업됩니다~ㅎㅎㅎ제가 꼼지락 거리는것을 좋아해서요~감사합니다 수기닌ㅁ~^^*
379,ㅎㅎㅎㅎ 종이에 불붙으면 입으로 불지말고... ㅋㅋㅋ귀엽네.
380,ㅋㅋㅋㅋㅋ 입으로 부니까 불이 더 살아나더라구요고마워요 엉니^^*
381,빈티지한 미니어처레더북 넘 귀여버~~^^나도 종이좀 불태워야 겟땀 ㅋㅋㅋ
382,빈티지 느낌 쩔어~넌 더 예쁘게 만들꺼야^^*
383,우왕~~~불태우기~~~빈티지너무 탐납니다.지니K님만의 감성인데~~저 완전 따라쟁이 하렵니다.*^^*
384,낡은 느낌을 주려다보니 생각하게 되었어요더 이쁘게 만드셔요 목성지기님~^^*
385,캬~~~~~~정말이지 작은게 뭐든 만들기 더 어려운 법인데지니님은 큰거나 작은거나 완벽합니다!!속지 태운거 신의 한수에요^^
386,히힛~ 어깨춤이 절로납니다~ㅎㅎ작은 것 만들면 손이 떨려서ㅋㅋㅋㅋㅋㅋ그것 빼면 재미있어요~^^*감사해요유독님~
387,와우~~~너무예뽀용~^^지니님 접때만드신 미니백도 넘 예쁘던데역시 금손~♡♡
388,접때만든~ㅎㅎㅎㅎ 와우 친근한 표현 좋습니다~감사합니다 디기리마녀님^^*
389,대구 사람이라서 사투리 쩔죠?ㅋㅋ
390,아하~~~ 전 사투리 좋아합니다~ㅎㅎㅎㅎ
391,오오~~~ 넘나 대박!!!역시 지니k님♡요런 나만의 작품 완전 멋짐요^^
392,"아이쿠,, 넘나 감사합니다자주 생각나지 않지만, 저만의 느낌으로가방도 만들고싶어요~ㅋㅋㅋㅋ"
393,역시 울 지니 쎈스 감각 완전 굿이당 ㅎㅎㅎㅎㅎㅎ너무 너무 멋져 ㅎㅎㅎ
394,헤헤~ 언니 감사해요^^아낌없는 칭찬에 어깨들썩?ㅋㅋㅋㅋㅋㅋ
395,너무 귀여워요^^
396,그죠~ 미니어처는 다 귀여운것 같아요^^*
397,오메~~겁나 귀엽네요!
398,ㅎㅎ 진짜 귀엽고 빈티지해여속지의 빈티지함을 살리기 위한 디테일한 과정에 감동받았어요~역시 손이 더 간건 결과가 달라요^^
399,속지에 감동까지!! 와우 제가 더 감동입니다한땀이라도 더 가면 퀼트완성도도높아지듯이 말이죠~^^감사해요 탱탱구리님~
400,가방에 달아주면 넘 이쁘겠어요!따라하기 쉽게 설명도 잘해주시고...최고!
401,"제 설명 괜찮았어요?ㅎㅎㅎㅎ와우, 씐나요 늘여름님~ㅋㅋㅋㅋ"
402,언니는 손으로 하는건 더 잘하시나봐요.가죽 다루기 어렵다고 들었거든요 ㅇ.ㅇ
403,이것이....  가죽공예 정석이 아니라서원래 카드지갑?같은 것부터 찬찬히 배워야하는데어쩌다 봉틀이를 다루다보니 내맘대로 대충~ 하고있어ㅎㅎㅎㅎㅎ
404,가죽도 손으로? 우와. 손재주 없는 1인은 그저 부러울따름이에요~역시 미니는 뭐든 귀엽네용♡
405,"가죽은 당연히 손으로 만드는 거에요 러블리님~ㅎㅎ근데, 귀찮아 봉틀이를 쓰는 야매죠~ㅋㅋㅋㅋㅋㅋ미니어처라 간만에 미숙한 손바느질 했습니다감사합니다 러블리님~^^"
406,너무 귀여워요 인형하고 놓으면 딱이네요^^
407,인형하고.. 어울릴것 같아요 시우님~^^*
408,완전 귀요미에요~~가방에 걸어 놓고 싶어지는~
409,저도 가방부자재로 사용하려고 만들어보았습니다감사해요 포카님~^^*
410,너무 귀엽고 고급져 보여요~~~
411,심하게 귀여워요 정말 미니어쳐 하나로 그냥 집에서 미소지어질것같아요 일상속 힐링템 ^^ 작은거 하나 만드는데두이렇게나 필요한 재료가 많군요 ~~
412,도구가 많은건 제욕심인거 같아요그리고 가죽을 다루면 도구가 많아야 하구요^^;;가방부자재로 사용할꺼라 꼼지락 거려봤습니다근데 딸기우유님 말처럼 일상속 힐링템이 되어버리네요ㅎㅎㅎㅎㅎ
413,"안녕하세요. '네이버 리빙'입니다.정성을 담아 올려주신 본 콘텐츠를 더 많은 분들과 나누고 싶어,1월 11일 네이버 홈 리빙판 '오늘의 살림'에 소개하려 합니다.네이버 리빙판: https://m.naver.com/naverapp/?version=6&cmd=onMenu&menuCode=LIVINGHOME&showConfirm=false좋은 콘텐츠를 올려주셔서 감사 드리며, 앞으로도 많은 활동 부탁드립니다 ^^※노출 알림 후, 콘텐츠 내용이 변경이 될 경우 (직접 운영하는 쇼핑몰 및 수익성 구매 링크 추가 등) 노출 제외될 수 있으며 내부 편성 상황에 따라 일정 등이 변경 될 수 있습니다.개인 정보 보호를 위해 콘텐츠 본문 또는 프로필에 휴대전화번호 등이 노출되지 않게 주의해주세요.  노출 시간은 콘텐츠별로 다를 수 있으며(오전/오후/저녁 등), 개별 알림은 드리지 않고 있음을 양해 부탁드립니다. 콘텐츠 노출을 원하지 않으실 경우 아래 메일 주소로 연락 주세요.리빙판 운영자 이메일: dl_naverliving@navercorp.com- 네이버 리빙 드림-"
